CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,DEPARTAMENTAL,FORMATO,HORARIO
21-02-0079-46,21-006,JALAPA,SAN PEDRO PINULA,INSTITUTO PRIVADO DE EDUCACION DE CIENCIAS Y TECNOLOGIA LA SAGRADA FAMILIA,BARRIO SAN PABLO,42911006,CARLOS ANTONIO CORDERO TRIGUEROS,ELMER ABEL SANDOVAL MUNOZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,JALAPA,PRESENCIAL,DIARIO
21-02-0085-46,21-006,JALAPA,SAN PEDRO PINULA,INSTITUTO PRIVADO DE EDUCACION DE CIENCIAS Y TECNOLOGIA LA SAGRADA FAMILIA,BARRIO SAN PABLO,42911006,CARLOS ANTONIO CORDERO TRIGUEROS,ELMER ABEL SANDOVAL MUNOZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,JALAPA,PRESENCIAL,FIN_DE_SEMANA
21-02-0091-46,21-025,JALAPA,SAN PEDRO PINULA,CENTRO DE EDUCACION EXTRAESCOLAR CEEX COOPERATIVA EL RECUERDOT21,RUTA NACIONAL NO 18 KM 123 ENTRADA AL AGUA TIBIA,79220836,ZOILA LIGIA ELIZABETH MARTINEZ GUZMAN DE CARIAS,ZAIDA VIOLETA MARTINEZ FOLGAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,JALAPA,SEMIPRESENCIAL,FLEXIBLE
21-02-0094-46,21-006,JALAPA,SAN PEDRO PINULA,INSTITUTO PRIVADO DE EDUCACION DE CIENCIAS Y TECNOLOGIA LA SAGRADA FAMILIA,BARRIO SAN PABLO,42911006,CARLOS ANTONIO CORDERO TRIGUEROS,ELMER ABEL SANDOVAL MUNOZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,JALAPA,SEMIPRESENCIAL,UN_DIA_SEMANA
21-02-0099-46,21-006,JALAPA,SAN PEDRO PINULA,INSTITUTO NACIONAL TECNOLOGICO,ALDEA EL PINALITO,58345233,CARLOS ANTONIO CORDERO TRIGUEROS,BRENDA ELIZABETH SANDOVAL FOLGAR,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,DOBLE,JALAPA,PRESENCIAL,DIARIO
21-02-1432-46,21-006,JALAPA,SAN PEDRO PINULA,INSTITUTO POR COOPERATIVA DE MAGISTERIO DE EDUCACION PRIMARIA INTERCULTURAL,BARRIO SAN JOSE,52053133,CARLOS ANTONIO CORDERO TRIGUEROS,FELIPE ABRAHAM GALICIA MARIN,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,JALAPA,PRESENCIAL,DIARIO
21-03-0010-46,21-011,JALAPA,SAN LUIS JILOTEPEQUE,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO EL LLANO,30441503,ALBA LUZ CRISTINA AGUSTIN MANUEL,CIRIACO DAMIAN MENDEZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,JALAPA,PRESENCIAL,DIARIO
21-03-0026-46,21-011,JALAPA,SAN LUIS JILOTEPEQUE,COLEGIO PARTICULAR MIXTO LICEO SAN LUIS,BARRIO EL CALVARIO,45258219,ALBA LUZ CRISTINA AGUSTIN MANUEL,JACKELINE JOHANNA ESTEBAN MARTINEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,JALAPA,PRESENCIAL,DIARIO
21-03-0029-46,21-011,JALAPA,SAN LUIS JILOTEPEQUE,COLEGIO DEL NIVEL MEDIO SUPERACION,BARRRIO LOS IZOTES,43521954,ALBA LUZ CRISTINA AGUSTIN MANUEL,ISMAEL HUMBERTO JUAREZ LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,JALAPA,PRESENCIAL,FIN_DE_SEMANA
21-03-0032-46,21-012,JALAPA,SAN LUIS JILOTEPEQUE,INSTITUTO MUNICIPAL DE EDUCACION DIVERSIFICADA,ALDEA EL CAMARON,58845324,NATIVIDAD DE JESUS GREGORIO MARTINEZ,LETICIA ESPERANZA LOPEZ MENDEZ,DIVERSIFICADO,MUNICIPAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,JALAPA,PRESENCIAL,DIARIO
21-03-0034-46,21-011,JALAPA,SAN LUIS JILOTEPEQUE,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO EL LLANO,30441503,ALBA LUZ CRISTINA AGUSTIN MANUEL,CIRIACO DAMIAN MENDEZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,JALAPA,PRESENCIAL,DIARIO
21-03-0036-46,21-025,JALAPA,SAN LUIS JILOTEPEQUE,CENTRO DE EDUCACION EXTRAESCOLAR CEEX FUNDACION DECA,BARRIO SANTA CRUZONA,55787228,ZOILA LIGIA ELIZABETH MARTINEZ GUZMAN DE CARIAS,BAUDINO ADIL CHINCHILLA PALMA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,JALAPA,REMOTO,FLEXIBLE
21-03-0040-46,21-011,JALAPA,SAN LUIS JILOTEPEQUE,COLEGIO PARTICULAR MIXTO LICEO SAN LUIS,BARRIO EL CALVARIO,45258219,ALBA LUZ CRISTINA AGUSTIN MANUEL,JACKELINE JOHANNA ESTEBAN MARTINEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,JALAPA,PRESENCIAL,FIN_DE_SEMANA
21-03-0042-46,21-011,JALAPA,SAN LUIS JILOTEPEQUE,COLEGIO DEL NIVEL MEDIO SUPERACION,BARRRIO LOS IZOTES,30441503,ALBA LUZ CRISTINA AGUSTIN MANUEL,ISMAEL HUMBERTO JUAREZ LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,JALAPA,SEMIPRESENCIAL,UN_DIA_SEMANA
21-03-0043-46,21-011,JALAPA,SAN LUIS JILOTEPEQUE,COLEGIO PARTICULAR MIXTO LICEO SAN LUIS,BARRIO EL CALVARIO,45258219,ALBA LUZ CRISTINA AGUSTIN MANUEL,JACKELINE JOHANNA ESTEBAN MARTINEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,JALAPA,SEMIPRESENCIAL,UN_DIA_SEMANA
21-03-0044-46,21-011,JALAPA,SAN LUIS JILOTEPEQUE,COLEGIO PARTICULAR MIXTO LICEO SAN LUIS,BARRIO EL CALVARIO,45258219,ALBA LUZ CRISTINA AGUSTIN MANUEL,JACKELINE JOHANNA ESTEBAN MARTINEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,JALAPA,PRESENCIAL,DIARIO
21-03-0046-46,21-011,JALAPA,SAN LUIS JILOTEPEQUE,COLEGIO DEL NIVEL MEDIO SUPERACION,BARRRIO LOS IZOTES,30441503,ALBA LUZ CRISTINA AGUSTIN MANUEL,ISMAEL HUMBERTO JUAREZ LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,JALAPA,PRESENCIAL,DIARIO
21-03-1144-46,21-011,JALAPA,SAN LUIS JILOTEPEQUE,INSTITUTO MIXTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA,BARRIIO EL CENTRO,79237519,ALBA LUZ CRISTINA AGUSTIN MANUEL,TOMAS RAMIRO LOPEZ MATIAS,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,JALAPA,PRESENCIAL,DIARIO
21-04-0003-46,21-013,JALAPA,SAN MANUEL CHAPARRON,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO ARRIBA,41223351,ENA BELIZ ZUNIGA TEO,JULIO ERNESTO CRUZ MORAN,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,JALAPA,PRESENCIAL,DIARIO
21-04-1145-46,21-013,JALAPA,SAN MANUEL CHAPARRON,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA,BARRIO ARRIBA,50670921,ENA BELIZ ZUNIGA TEO,OSCAR MOISES PADILLA ZUNIGA,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,JALAPA,PRESENCIAL,DIARIO
21-04-1250-46,21-013,JALAPA,SAN MANUEL CHAPARRON,INSTITUTO DIVERSIFICADO POR COOPERATIVA,ALDEA POZA VERDE,30392097,ENA BELIZ ZUNIGA TEO,JUAN MISAEL GOMEZ AGUSTIN,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,JALAPA,PRESENCIAL,DIARIO
21-05-0017-46,21-009,JALAPA,SAN CARLOS ALZATATE,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO CAMELIAS,31254619,AMARILIS NOHEMI MENDEZ MATEO,MELIDA PATRICIA ESTRADA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,JALAPA,PRESENCIAL,DIARIO
21-05-0027-46,21-009,JALAPA,SAN CARLOS ALZATATE,INSTITUTO PRIVADO DE EDUCACION MIXTA CIENCIA Y TECNOLOGIA,BARRIO CAMELIAS,57637240,AMARILIS NOHEMI MENDEZ MATEO,EMORA ESPERANZA SOLIS HERNANDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,JALAPA,PRESENCIAL,DIARIO
21-05-0033-46,21-009,JALAPA,SAN CARLOS ALZATATE,COLEGIO PARTICULAR MIXTO MONTEOLIVO,BARRIO ENTRE RIOS,33401179,AMARILIS NOHEMI MENDEZ MATEO,MAYNOR ANTONIO GOMEZ MENDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,JALAPA,PRESENCIAL,FIN_DE_SEMANA
21-05-0037-46,21-009,JALAPA,SAN CARLOS ALZATATE,INSTITUTO PRIVADO DE EDUCACION MIXTA CIENCIA Y TECNOLOGIA,BARRIO CAMELIAS,57637240,AMARILIS NOHEMI MENDEZ MATEO,EMORA ESPERANZA SOLIS HERNANDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,JALAPA,PRESENCIAL,FIN_DE_SEMANA
21-05-0049-46,21-009,JALAPA,SAN CARLOS ALZATATE,COLEGIO PARTICULAR MIXTO EL PINO,ALDEA PINO ZAPOTON,57519934,AMARILIS NOHEMI MENDEZ MATEO,MIDIAN IRENE NAJERA GONZALEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,JALAPA,PRESENCIAL,FIN_DE_SEMANA
21-05-0052-46,21-009,JALAPA,SAN CARLOS ALZATATE,COLEGIO PARTICULAR MIXTO MONTEOLIVO,BARRIO ENTRE RIOS,40741805,AMARILIS NOHEMI MENDEZ MATEO,MAYNOR ANTONIO GOMEZ MENDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,JALAPA,SEMIPRESENCIAL,UN_DIA_SEMANA
21-05-0054-46,21-009,JALAPA,SAN CARLOS ALZATATE,INSTITUTO PRIVADO DE EDUCACION MIXTA CIENCIA Y TECNOLOGIA,BARRIO CAMELIAS,57637240,AMARILIS NOHEMI MENDEZ MATEO,EMORA ESPERANZA SOLIS HERNANDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,JALAPA,SEMIPRESENCIAL,UN_DIA_SEMANA
21-05-1141-46,21-009,JALAPA,SAN CARLOS ALZATATE,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA,SAN CARLOS ALZATATE,57748268,AMARILIS NOHEMI MENDEZ MATEO,VIVIAN ARELY SANTIAGO Y SANTIAGO,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,JALAPA,PRESENCIAL,DIARIO
21-06-0021-46,21-003,JALAPA,MONJAS,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO LA REFORMA,79247161,IRIS VICTORIA TEO ORELLANA,ELIAZAR ELI ELVIRA LOPEZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,JALAPA,PRESENCIAL,DIARIO
21-06-0036-46,21-003,JALAPA,MONJAS,INSTITUTO MUNICIPAL DE EDUCACION,LOTIFICACION EL RECUERDO I,46002805,IRIS VICTORIA TEO ORELLANA,HUGO FRANCISCO NAJERA LOPEZ,DIVERSIFICADO,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,JALAPA,PRESENCIAL,FIN_DE_SEMANA
21-06-0048-46,21-003,JALAPA,MONJAS,COLEGIO EVANGELICO PARTICULAR MIXTO LA PALABRA,EL ESPINALAR CASERIO LA CEIBITA,40501176,IRIS VICTORIA TEO ORELLANA,JOSE DANIEL RECINOS HERNANDEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,JALAPA,PRESENCIAL,DIARIO
21-06-0052-46,21-003,JALAPA,MONJAS,INSTITUTO TECNICO DE FORMACION INTEGRAL INTECFORI,BARRIO LA REFORMA,30715383,IRIS VICTORIA TEO ORELLANA,JULIA ARACELY GUDIEL LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,JALAPA,SEMIPRESENCIAL,UN_DIA_SEMANA
21-06-0054-46,21-003,JALAPA,MONJAS,INSTITUTO MUNICIPAL DE EDUCACION,LOTIFICACION EL RECUERDO I,46002805,IRIS VICTORIA TEO ORELLANA,HUGO FRANCISCO NAJERA LOPEZ,DIVERSIFICADO,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,JALAPA,SEMIPRESENCIAL,DOS_DIAS_SEMANA
21-06-0239-46,21-003,JALAPA,MONJAS,ESCUELA NORMAL REGIONAL DE ORIENTE LICENCIADO CLEMENTE MARROQUIN ROJAS,KILOMETRO 1465,46354246,IRIS VICTORIA TEO ORELLANA,PEDRO ANTONIO RAMOS RUANO,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,JALAPA,PRESENCIAL,DIARIO
21-06-0806-46,21-003,JALAPA,MONJAS,COLEGIO PARTICULAR MIXTO LICEO MINERVA,BARRIO LA REFORMA,42120887,IRIS VICTORIA TEO ORELLANA,OTONIEL LOPEZ GARNICA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,JALAPA,PRESENCIAL,DIARIO
21-06-1131-46,21-003,JALAPA,MONJAS,COLEGIO PARTICULAR MIXTO LICEO MONJAS,BARRIO LA REFORMA,79247374,IRIS VICTORIA TEO ORELLANA,PATRICIA ELVIRA LOBOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,JALAPA,PRESENCIAL,DIARIO
21-06-1135-46,21-003,JALAPA,MONJAS,INSTITUTO TECNICO DE FORMACION INTEGRAL INTECFORI,BARRIO LA REFORMA,30715383,IRIS VICTORIA TEO ORELLANA,JULIA ARACELY GUDIEL LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,JALAPA,PRESENCIAL,FIN_DE_SEMANA
21-06-1142-46,21-003,JALAPA,MONJAS,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA,BARRIO LA REFORMA,79247315,IRIS VICTORIA TEO ORELLANA,YONY MANUEL GODOY MOLINA,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,JALAPA,PRESENCIAL,DIARIO
21-06-1339-46,21-003,JALAPA,MONJAS,INSTITUTO TECNICO INSDUSTRIAL ALBERT EINSTEIN,BARRIO LA REFORMA,30715383,IRIS VICTORIA TEO ORELLANA,JULIA ARACELY GUDIEL LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,JALAPA,PRESENCIAL,DIARIO
21-07-0063-46,21-020,JALAPA,MATAQUESCUINTLA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CANTON ELENA,57775944,MARIA FERNANDA AGUILAR REYES,OBDULIO REYES HERNANDEZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,JALAPA,PRESENCIAL,DIARIO
21-07-0081-46,21-020,JALAPA,MATAQUESCUINTLA,INSTITUTO TECNICO INSDUSTRIAL ALBERT EINSTEIN,4 AVENIDA 1-61 ZONA 3 CANTON CALVARIO,47966181,MARIA FERNANDA AGUILAR REYES,JOSUE DAVID POLANCO MONTERROSO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,JALAPA,PRESENCIAL,DIARIO
21-07-0089-46,21-018,JALAPA,MATAQUESCUINTLA,COLEGIO PARTICULAR MIXTO CENTRO DE ESTUDIOS DE INFORMATICA COMPUMASTER,2 AVENIDA 7-06 ZONA 4,55812698,MARIO LEONEL SANDOVAL MARTINEZ,HENRY MANRIQUE REYES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,JALAPA,PRESENCIAL,FIN_DE_SEMANA
21-07-0095-46,21-020,JALAPA,MATAQUESCUINTLA,COLEGIO PARTICULAR MIXTO SAN JOSE,ALDEA SAN JOSE,32486684,MARIA FERNANDA AGUILAR REYES,SANDRA LILIANA MUNOZ LEMUS,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,JALAPA,PRESENCIAL,DIARIO
21-07-0097-46,21-019,JALAPA,MATAQUESCUINTLA,COLEGIO PARTICULAR MIXTO LA SAGRADA FAMILIA,3 CALLE 6-04 ZONA 2 CANTON CALVARIO,79242042,IDALIA OLINA GONZALEZ REYES,AMILCAR PEREZ RAMIREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,JALAPA,PRESENCIAL,DIARIO
21-07-0098-46,21-019,JALAPA,MATAQUESCUINTLA,INSTITUTO TECNICO INSDUSTRIAL ALBERT EINSTEIN,4 AVENIDA 1-61 ZONA 3 CANTON CALVARIO,47966181,IDALIA OLINA GONZALEZ REYES,JOSUE DAVID POLANCO MONTERROSO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,JALAPA,PRESENCIAL,FIN_DE_SEMANA
21-07-0110-46,21-018,JALAPA,MATAQUESCUINTLA,COLEGIO PARTICULAR MIXTO CENTRO DE ESTUDIOS DE INFORMATICA COMPUMASTER,2 AVENIDA 7-06 ZONA 4,55812698,MARIO LEONEL SANDOVAL MARTINEZ,HENRY MANRIQUE REYES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,JALAPA,SEMIPRESENCIAL,UN_DIA_SEMANA
21-07-0111-46,21-019,JALAPA,MATAQUESCUINTLA,COLEGIO LAUDE,5 AVENIDA 4-32 ZONA 3,36087926,IDALIA OLINA GONZALEZ REYES,ORFA EUNICE GONZALEZ GOMEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,JALAPA,PRESENCIAL,DIARIO
21-07-0119-46,21-020,JALAPA,MATAQUESCUINTLA,COLEGIO PARTICULAR MIXTO DIVINO MAESTRO,3 AVENIDA 1-44 ZONA 3,79242216,MARIA FERNANDA AGUILAR REYES,JUAN JOSE LOPEZ ALBIZURES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,JALAPA,PRESENCIAL,DIARIO
21-07-0122-46,21-020,JALAPA,MATAQUESCUINTLA,COLEGIO PARTICULAR MIXTO DIVINO MAESTRO,3 AVENIDA 1-44 ZONA 3,79242216,MARIA FERNANDA AGUILAR REYES,JUAN JOSE LOPEZ ALBIZURES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,JALAPA,PRESENCIAL,FIN_DE_SEMANA
21-07-0124-46,21-018,JALAPA,MATAQUESCUINTLA,COLEGIO PARTICULAR MIXTO LA SAGRADA FAMILIA,3 CALLE 6-04 ZONA 2,30640255,MARIO LEONEL SANDOVAL MARTINEZ,AMILCAR PEREZ RAMIREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,JALAPA,PRESENCIAL,DIARIO
21-07-0126-46,21-020,JALAPA,MATAQUESCUINTLA,COLEGIO PARTICULAR MIXTO SAN JOSE,ALDEA SAN JOSE LA SIERRA,51765114,MARIA FERNANDA AGUILAR REYES,SANDRA LILIANA MUNOZ LEMUS,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,JALAPA,PRESENCIAL,FIN_DE_SEMANA
21-07-0273-46,21-020,JALAPA,MATAQUESCUINTLA,INSTITUTO DIVERSIFICADO MUNICIPAL DE PERITO CONTADOR,1 CALLE 1-19 ZONA 2 CANTON CALVARIO,51959975,MARIA FERNANDA AGUILAR REYES,LUIS OSWALDO DONIS DURAN,DIVERSIFICADO,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,JALAPA,PRESENCIAL,DIARIO
21-07-0933-46,21-020,JALAPA,MATAQUESCUINTLA,COLEGIO PARTICULAR MIXTO LA SAGRADA FAMILIA,3 CALLE 6-04 ZONA 2 CANTON CALVARIO,79242042,MARIA FERNANDA AGUILAR REYES,AMILCAR PEREZ RAMIREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,JALAPA,PRESENCIAL,DIARIO
21-07-1269-46,21-018,JALAPA,MATAQUESCUINTLA,COLEGIO PARTICULAR MIXTO CENTRO DE ESTUDIOS DE INFORMATICA COMPUMASTER,2 AVENIDA 7-06 ZONA 4,55812698,MARIO LEONEL SANDOVAL MARTINEZ,HENRY MANRIQUE REYES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,JALAPA,PRESENCIAL,DIARIO
21-07-1416-46,21-020,JALAPA,MATAQUESCUINTLA,COLEGIO PARTICULAR MIXTO LA SAGRADA FAMILIA,3 CALLE 6-04 ZONA 2 CANTON CALVARIO,79242042,MARIA FERNANDA AGUILAR REYES,AMILCAR PEREZ RAMIREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,JALAPA,PRESENCIAL,FIN_DE_SEMANA
21-07-1463-46,21-020,JALAPA,MATAQUESCUINTLA,COLEGIO MIXTO DEL SAGRADO CORAZON,CANTON ELENA,57701693,MARIA FERNANDA AGUILAR REYES,HECTOR ADAN JUAREZ MORALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,JALAPA,PRESENCIAL,DIARIO
22-01-0014-46,22-013,JUTIAPA,JUTIAPA,ESCUELA NACIONAL DE CIENCIAS COMERCIALES,COMPLEJO EDUCATIVO BARRIO EL CONDOR,78441241,RONY ESMELTZER RAMOS QUINONEZ,MIRZA ELIZABETH ARAGON POLANCO,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,JUTIAPA,PRESENCIAL,DIARIO
22-01-0017-46,22-003,JUTIAPA,JUTIAPA,COLEGIO TECNICO PROFESIONAL SAN CRISTOBAL,7 CALLE 5-30 ZONA 1,78441530,REMBERTO RECINOS SARCENO,DELMY ASTRID MENDEZ POLANCO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,JUTIAPA,PRESENCIAL,DIARIO
22-01-0019-46,22-001,JUTIAPA,JUTIAPA,INSTITUTO TECNICO PARTICULAR DE DIVERSIFICADO INTECPADI,5 CALLE 5-43 ZONA 1,78442296,CECILIA ISABEL ALDECOA CASASOLA DE CASTRO,RONI ERNESTO RECINOS ESTRADA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,JUTIAPA,PRESENCIAL,DIARIO
22-01-0020-46,22-001,JUTIAPA,JUTIAPA,COLEGIO PARTICULAR MIXTO DE MAGISTERIO,1 AVENIDA 4-64 ZONA 1,78442157,CECILIA ISABEL ALDECOA CASASOLA DE CASTRO,ISRAEL JOSUE VASQUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,JUTIAPA,PRESENCIAL,DIARIO
22-01-0022-46,22-037,JUTIAPA,JUTIAPA,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA DE MERCADOTECNIA Y PUBLICIDAD DE ORIENTE,5 AVENIDA 7-35 ZONA 1,78441530,SANDRA NINNETH BONILLA ARCHILA,JORGE MARIO AGUILAR RETANA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,JUTIAPA,PRESENCIAL,FIN_DE_SEMANA
22-01-0222-46,22-001,JUTIAPA,JUTIAPA,COLEGIO PARTICULAR MIXTO INTEGRAL EVOLUCION,7 CALLE 8 AVENIDA 7-49 ZONA 3 BARRIO EL CHAPARRON,57313172,CECILIA ISABEL ALDECOA CASASOLA DE CASTRO,MIGUEL ANGEL MARTINEZ DE LA VEGA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,JUTIAPA,PRESENCIAL,FIN_DE_SEMANA
22-01-0254-46,22-001,JUTIAPA,JUTIAPA,LICEO CREZCO APRENDIENDO,7 CALLE ENTRE 6 7 AVENIDA ZONA 3 BARRIO EL CHAPARRON,78442263,CECILIA ISABEL ALDECOA CASASOLA DE CASTRO,CINDY VIOLETA MANSILLA ARROYO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,JUTIAPA,PRESENCIAL,DIARIO
22-01-0255-46,22-001,JUTIAPA,JUTIAPA,COLEGIO PARTICULAR MIXTO DE MAGISTERIO,1 AVENIDA 4-64 ZONA 1,78442157,CECILIA ISABEL ALDECOA CASASOLA DE CASTRO,JORGE OMAR VASQUEZ LEON,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,JUTIAPA,PRESENCIAL,DIARIO
22-01-0261-46,22-001,JUTIAPA,JUTIAPA,COLEGIO PARTICULAR MIXTO EL PILAR,5 CALLE 5-09 ZONA 1,78446397,CECILIA ISABEL ALDECOA CASASOLA DE CASTRO,MANUEL ESTUARDO VALDEZ PAZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,JUTIAPA,PRESENCIAL,DIARIO
22-01-0262-46,22-001,JUTIAPA,JUTIAPA,LICEO JUTIAPA,4 CALLE 1-53 ZONA 1,78441008,CECILIA ISABEL ALDECOA CASASOLA DE CASTRO,ALVARO CISNEROS QUINONEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,JUTIAPA,PRESENCIAL,DIARIO
22-01-0270-46,22-003,JUTIAPA,JUTIAPA,COLEGIO EL BOSQUE,ALDEA EL CHILTEPE,78442277,REMBERTO RECINOS SARCENO,INGRID CAROL JUAREZ DOMINGUEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,JUTIAPA,PRESENCIAL,DIARIO
